Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Investigator or Source
1954.05.26.R,Reported 26-May-1954,1954,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,,"FATAL, decapitated ",Y,,"South Pacific Post, 5/26/1954"
1954.04.08,08-Apr-1954,1954,Invalid,USA,Hawaii,"Wailupe, O'ahu",Fishing from shore,M,,"Body recovered, mutilated by shark/s",,,"The Honolulu Advertiser, 4/8/1954; Honoulu Star Bulletin 4/8/1954; J. Borg, p.73; L. Taylor (1993), pp.100-101"
1954.04.00,Apr-1954,1954,Provoked,SUDAN?,Red Sea,Southern part ,Spearfishing,M,,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT",N,,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.165"
1954.02.27,27-Feb-1954,1954,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,23,"FATAL, right thigh bitten ",Y,afternoon,"V.M. Coppleson (1958), pp.84 & 236"
1954.01.30,30-Jan-1954,1954,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,,Abrasions to arm,N,,"Sun-Herald, 1/31/1954"
1954.01.22.b,22-Jan-1954,1954,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,30,Severe laceration to arm,N,,"Cairns Post, 1/25/1954"
1954.01.22.a,22-Jan-1954,1954,Unprovoked,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",Floating,M,18,"Arm & left calf bitten, right leg lacerated",N,morning,"V.M. Coppleson (1958), p.257; Garrick & L. Schultz in Sharks & Survival, p.13; M. McDiarmid, p.64"
1954.01.15,15-Jan-1954,1954,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,M,26,Back & thighs lacerated,N,,"Cairns Post, 1/21/1954"
1954.00.00.e,1954,1954,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,M,,FATAL,Y,,B. Coad
1954.00.00.b,1954,1954,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,,Bitten on foot,N,,"J. Borg, p.73; L. Taylor (1993), pp.100-101"
1954.00.00.a,1954,1954,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",Swimming,M,12,Leg & abdomen lacerated,N,," A. M. Rapson, p.148"
1954.00.00 g,1954 (same day as  1954.00.00.f),1954,Unprovoked,IRAN,Karun River,A village a short distance from Hesamabad,,F,,FATAL,Y,,B. Coad
1954.00.00 f,1954 (same day as  1954.00.00.f),1954,Unprovoked,IRAN,Karun River,"Hesamabad area of Shushtar, 420 km from the sea",,M,,Survived,N,,B. Coad
1953.12.30,30-Dec-1953,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,,Left calf lacerated,N,morning,"Natal Mercury, 12/31/1953"
1953.12.22,22-Dec-1953,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,23,Lacerations to arm,N,,H. Monson
1953.12.13,13-Dec-1953,1953,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,16,Bruised shoulder chest & foot,N,morning,"V.M. Coppleson (1958), pp.95 & 240"
1953.12.00,Dec-1953,1953,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Surf skiing,M,,"No Injury, shark charged surfski",N,," V.M. Coppleson (1958), p.42"
1953.09.27,27-Sep-1953,1953,Unprovoked,PHILIPPINES,Luzon Island,Bohol,,M,23,FATAL,Y,,"Palm Beach Post, 9/28/1953"
1953.09.20.R,Reported 20-Sep-1953,1953,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",Scuba diving,M,,No injury,N,,"Oakland Tribune, 9/20/1953"
1953.09.18,18-Sep-1953,1953,Sea Disaster,USA,Georgia,200 miles east of Savannah,Aircaft exploded,M,,Hand bitten,N,,New York Times 
1953.09.03.R,Reported 03-Sep-1953,1953,Unprovoked,USA,New York,Rockaway Beach,Surf fishing,M,15,Laceration to right lower leg,N,,"The Dispatch, 9/3/1953"
1953.09.02,02-Sep-1953,1953,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,,Leg & foot bitten,N,,"Honolulu Star Bulletin, 9/2/1953; G.H. Balazs; J. Borg, p.73; L. Taylor (1993), pp.100-101"
1953.08.00,Aug-1953,1953,Invalid,MEXICO,Guerrero,Acapulco,Free diving,M,19,No injury,,afternoon,H.D. Baldridge (1994) SAF Case #679
1953.07.31,31-Jul-1953,1953,Unprovoked,MEXICO,Colima,Manzanillo,Wading,F,18,FATAL,Y,,"V.M. Coppleson (1958), p.262; J.M. Alatorre"
1953.07.26,26-Jul-1953,1953,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,15,"FATAL, thigh bitten",Y,morning,"V.M. Coppleson (1958), p.260; L. Taylor (1993), pp.100-101"
1953.07.16,16-Jul-1953,1953,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",Fishing from market fishboat Sea Spray,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,,"L.A. Times, 7/17/1953 "
1953.07.15,15-Jul-1953,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,26,Lower left leg severely bitten,N,,"R.F. Hutton; T. Helm, p. 231 "
1953.07.09,09-Jul-1953,1953,Boating,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",Fishing for lobsters,M,,Burns drowned as result of attack on boat,N,,"R. Collier, pp.169-170;Bigelow & Schroeder;  Day & Fisher, pp. 295-296"
1953.07.04,04-Jul-1953,1953,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,,"Shark made 3 passes at him, lacerating his calf, shin and ankle ",N,morning,"Honolulu Advertiser, July 5, 1953 edtion; V.M. Coppleson (1958), p.260; J. Borg, p. 2;  L. Taylor (1993), pp.100-101"
1953.07.00,01-Jul-1953,1953,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore ,Retrieving bait box that had fallen overboard,M,19,Hand severely bitten,N,,"V.M. Coppleson (1958), p.263;  LA. Times, 6/9/1954;  Gorgas Hospital Record #667474"
1953.06.00,Jun-1953,1953,Provoked,AUSTRALIA,Queensland,,Landing hooked shark in boat,M,,Right forearm & hand bitten PROVOKED INCIDENT,N,,"V.M. Coppleson (1958), p.179"
1953.04.04,04-Apr-1953,1953,Unprovoked,USA,Texas,South Padre Island,Swimming,F,19,Lacerations to right foot,N,afternoon,"Valley Morning Star, 4/5/1953"
1953.04.00.b,Apr-1953,1953,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",,M,,Arm severed,N,,B. Coad
1953.04.00.a,Apr-1953,1953,Unprovoked,IRAN,Karun River,"near Ahvaz, 275 km from the sea",Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,M,,Right forearm severed at the elbow,N,,B. Coad
1953.03.22,Mar-1953,1953,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",Spearfishing,M,23,Arm lacerated,N,,"V.M. Coppleson (1958), pp.166-167"
1953.03.19.R,Reported 19-Mar-1953,1953,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,M,,Abrasion,N,,"The Advertiser, 3/19/1953"
1953.03.00.a,Mar-1953,1953,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Went over side of boat at trochus ground,M,,"FATAL, arm & leg severed & shark smashed at his body with its tail  ",Y,,"A.M. Rapson, p.148; V.M. Coppleson (1962), p.254"
1953.02.18,18-Feb-1953,1953,Provoked,USA,Hawaii,"Barbers Point, O'ahu",Bitten while cutting shark from net,M,,Hand bitten  PROVOKED INCIDENT  ,N,,"V.M. Coppleson (1958), p.260; G.H. Balazs; J. Borg, p.72; L. Taylor (1993), pp.100-101"
1953.02.15,15-Feb-1953,1953,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,Spearfishing,M,25,"Shark tore off face mask, divers face, nose & chin lacerated",N,afternoon,"Spearfishing News, April 1953, p.5; J. Oetzel in Skin Diver Magazine, March 1965, p.17; V.M. Coppleson (1958), p.33"
1953.01.20,20-Jan-1953,1953,Provoked,AUSTRALIA,South Australia,Largs Bay,Fishing,M,61,Finger bitten by hooked shark PROVOKED INCIDENT,N,,"The Advertiser, 1/23/1953"
1953.01.08,08-Jan-1953,1953,Boating,AUSTRALIA,Tasmania,Wynyard,Fishing,,,"No injury to occupant, shark charged boat",N,afternoon,"C. Black, GSAF"
1953.00.00.b,1953,1953,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Kahuli, Buka Island",Washing,M,,"FATAL, torso bitten",Y,,"A. Bleakley;  A. M. Rapson, p.148"
1953.00.00.a,1953,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,,Leg lacerated thigh to ankle,N,," V.M. Coppleson (1958), p.254; R. F. Hutton"
1952.12.24,24-Dec-1952,1952,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne",Lying prone on surfboard,M,,"No injury, board bumped by shark",N,,"V.M. Coppleson (1962), frontspiece"
1952.12.21,21-Dec-1952,1952,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",M,25,Bitten on thigh and buttocks,N,,"V.M. Coppleson (1958), p.178; V.M. Coppleson (1962), p.245"
1952.08.04,04-Aug-1952,1952,Provoked,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,17,Bitten by hooked shark                      PROVOKED INCIDENT,N,," C. Moore, GSAF"
1952.08.03,03-Aug-1952,1952,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,M,,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,,"Honolulu Advertiser, 12/4/1952; G.H. Balazs & A.K.H. Kam; J. Borg, p.72; L. Taylor (1993), pp.100-101;"
1952.12.07,7-Dec-1952,1952,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,"FATAL, leg lacerated  ",Y,afternoon,"R. L. Bolin, D. Miller & R. Collier, R. Skocik, p.174;V.M. Coppleson (1958), pp.156 & 254; R. Collier, pp.10-13"
1952.12.03,03-Dec-1952,1952,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,"FATAL, left arm severed below the elbow ",Y,," Honolulu Advertiser, 12/4/1952; V.M. Coppleson (1958), p.260; J. Borg, p.74; Webster, p.31;  L. Taylor (1993), pp.100-101"
1952.10.12,12-Oct-1952,1952,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,Fishing,M,,Right thigh bitten ,N,,"A. Bleakley; A.M. Rapson, p.148"
1952.08.06,06-Aug-1952,1952,Invalid,SOUTH AFRICA,Eastern Cape Province,Nelsons Rock,,M,18,"Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark ",,,"Daily Dispatch; M. Levine, GSAF"
1952.08.05,05-Aug-1952,1952,Provoked,ITALY,Teramo,Giulianova,Fishing,,19,Multiple injuries PROVOKED INCIDENT,Y,,"C. Moore, GSAF"
1952.07.27.d,27-Jul-1952,1952,Boating,USA,Florida,"Panacea, Wakulla County",Fishing for trout ,,,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,,"Evening Sun (Baltimore), 7/28/1952"
1952.07.27.c,27-Jul-1952,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,43,Finger bitten by hooked shark PROVOKED INCIDENT,N,,"News and Courier, 7/28/1952"
1952.07.27.b,27-Jul-1952,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,N,,"News and Courier, 7/28/1952"
1952.07.27.a,27-Jul-1952,1952,Sea Disaster,USA,California,"Off Santa Monica, Los Angeles County",Boat exploded,M,,FATAL & some of the survivors were bitten by sharks  ,Y,,R. Collier
1952.07.13,13-Jul-1952,1952,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,34,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,,"L.A. Times, 7/14/1952 "
1952.07.05,05-Jul-1952,1952,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",M,,Leg lacerated & bone fractured ,N,morning,"V.M. Coppleson (1958), p.265; J. Randall in Sharks and Survival, p.346"
1952.05.27,27-May-1952,1952,Unprovoked,USA,California,"Imperial Beach, San Diego County",Swimming on surface,M,,Foot & swimfin bitten,N,morning,"R. Collier, pp.8-9"
1952.05.07.R,Reported 07-May-1952,1952,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",M,,Lacerations to 2 fingers & knuckles abraded,N,,"T. Peake, GSAF; West Australian, 5/7/1952"
1952.05.00,May-1952,1952,Unprovoked,INDIA,,Off Trivandrum (west coast),"Fishing, standing in water next to purse net",M,,Lower leg lacerated,N,,"F. Dennis, p.10"
1952.04.06,06-Apr-1952,1952,Boating,AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,,,No injury to fisherman Alf Dean & other occupants;,N,morning,"Recorder (Port Pirie), 4/7/1952"
1952.04.00,Apr-1952,1952,Provoked,SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",Spearfishing,M,,Right forearm lacerated by speared shark PROVOKED INCIDENT,N,,"H. Hass in We Come From the Sea, pp.42-46"
1952.03.30,30-Mar-1952,1952,Unprovoked,NETHERLANDS ANTILLES,Curacao,,Went to aid of child being menaced by the shark,M,,"Buttock bitten, tissue removed",N,,"J. Randall, p.352 in Sharks & Survival; H.D. Baldridge, p.172"
1952.01.23,23-Jan-1952,1952,Provoked,MAURITIUS,Port Louis Province,Port Louis,"Spearfishing, speared a small shark",M,,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,N,,"V.M. Coppleson (1958), p.262; V.M. Coppleson (1962), p.253"
1952.01.07,07-Jan-1952,1952,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,,Bitten on left calf and ankle,N,,"Canberra Times, 1/8/1952"
1952.00.00.e,1952-1954,1952,Unprovoked,LIBERIA,Montserrado,"West Breakwater, Monrovia / Freeport","Diving, recovering fish killed by dynamite",M,,FATAL,Y,,G.C. Miller
1952.00.00.d,1952,1952,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Spearfishing,M,,"Arm bitten, surgically amputated",N,,"Cairns Post, 11/27/1952"
1952.00.00.c,1952,1952,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,M,,"FATAL,  ""No remains""",Y,,"A. Bleakley;  A. M. Rapson, p.148; H.D. Baldridge, p. 129"
1952.00.00.b,1952,1952,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast ",Spearfishing,M,27,"FATAL, lower abdomen removed ",Y,,"A. Bleakley;  Namatanai Dept. of Public Health; A. M. Rapson, p.148"
1952.00.00.a,1952,1952,Unprovoked,USA,Florida,Near Key West,Swimming,M,,"FATAL, groin bitten ",Y,,"V.M. Coppleson (1958), p.254; R. F. Hutton; T. Helm, p.230;"
1951.12.21,21-Dec-1951,1951,Unprovoked,MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,M,15,"FATAL, right leg, thighs & hands bitten  ",Y,,GSAF
1951.12.16,16-Dec-1951,1951,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,,"V.M. Coppleson (1958), pp. 171-172"
1851.12.15.R,"
1951.12.15.R",1951,Invalid,MOZAMBIQUE,Sofala Province,Beira,Swimming,M,,No injury,,,GSAF
1951.12.06,6-Dec-1951,1951,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Treading water,M,21,FATAL,Y,afternoon,"V.M. Coppleson (1958), pp.79; A. Sharpe, p.85"
1951.11.29,29-Nov-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,23,Thigh bruised & abraded,N,morning,"G. Plowman, M. Levine, GSAF "
1951.11.28.b,28-Nov-1951,1951,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,81,Lacerations to left hand,N,,"Daily Gleaner, 11/29/1951, p. 1"
1951.11.28.a,28-Nov-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,24,"Leg severed below knee, defense wounds on hand",N,afternoon,"G. Plowman, M. Levine, GSAF"
1951.10.22,22-Oct-1951,1951,Unprovoked,AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Swimming,M,42,"FATAL, leg severed, shark dragged him through hole in protective net",Y,afternoon,"V.M. Coppleson (1958), pp.90-91; A. Sharpe, pp.98-99; A. MacCormick, p.169"
1951.09.29,29-Sep-1951,1951,Unprovoked,ITALY,Salerno,Amalfi,Swimming,F,21,FATAL,Y,,"C. Moore, GSAF; Courier-Mail, 11/3/1951"
1951.09.03.R,Reported 03-Sep-1951,1951,Unprovoked,ITALY,Salerno Province,Salerno,Fishing for squid,M,,3 fingers severed when he used his hand as bait,N,night,"C. Moore, GSAF"
1951.09.02-R,Reported 02-Sep-1951,1951,Unprovoked,AUSTRALIA,Queensland,Fitzroy River near Rockhampton,"Body found on deserted luxury yacht, 38 Christine",M,56,"FATAL, abdominal wounds & right leg severed at the hip  ",Y,,"J. Green, p.34; V.M. Coppleson (1958), pp. 91-92. Note: A. Sharpe, p.99-100, lists date as 9-4-1955 and the Christine as a 45' ketch"
1951.08.17.b,17-Aug-1951,1951,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,M,18,Injured but survived,N,,"A. De Maddalena, GSAF"
1951.08.17.a,17-Aug-1951,1951,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,F,16,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,,"A De Maddalena, GSAF"
1951.08.16.R,Reported 16-Aug-1951,1951,Unprovoked,ITALY,Taranto,Torre Colimena,Diving (Hookah),M,,No injury,N,,"C. Moore, GSAF"
1951.07.19.R,Reported 19-Jul-1951,1951,Unprovoked,USA,California,"Long Beach, Los Angeles County",,M,13,Severe laceration to foot,N,,"Long Beach Independent, 7/19/1951, p.4A"
1951.07.11,11-Jul-1951,1951,Unprovoked,PACIFIC OCEAN,,In Los Angeles  Honolulu yacht race,Fell overboard,M,40,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",N,afternoon,"Daily Review, 7/13/1951"
1951.06.25,25-Jun-1951,1951,Unprovoked,USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",Swept out to sea while fishing,M,,"FATAL, victim seen in shark's mouth",Y,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.72; L. Taylor (1993), pp.100-101"
1951.06.00,Jun-1951,1951,Unprovoked,FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,M,39,Right thumb bitten,N,morning,D.M. Clark
1951.05.22,22-May-1951,1951,Unprovoked,MEXICO,,,Free diving,M,16,Lower leg severely injured,N,afternoon,"H.D.Baldridge (1994), SAF Case #1482"
1951.03.26,26-Mar-1951,1951,Provoked,AUSTRALIA,New South Wales,Avalon,Fell off surf ski,M,23,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,afternoon,"Canberra Times, 1/27/1951"
1951.03.24,24-Mar-1951,1951,Unprovoked,AUSTRALIA,New South Wales,Sydney,"Fishing, casting in the surf",M,,Severe lacerations of chest & thigh,N,,"LA Times, 3/25/1951 "
1951.03.15,15-Mar-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,M,19,Left foot lacerated,N,morning,"M. Levine, GSAF"
1951.02.19,19-Feb-1951,1951,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. Johns,Body surfing,M,31,"Leg bitten, defense wounds on hands",N,morning,"K. Huskisson, M. Levine, GSAF"
1951.02.03,03-Feb-1951,1951,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),M,20,Shark's fin caused abrasion on his chest,N,,"G.P. Whitley (1951), p.194 cites Sunday Sun (Sydney) 2/4/1951; J. Green, p.34; V.M. Coppleson (1958), pp.167-168"
1951.02.01,01-Feb-1951,1951,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Swimming,M,14,Leg bitten,N,,"G.P. Whitley (1951), p.194 cites Daily Mirror (Sydney); J. Green, p.34"
1951.01.21,21-Jan-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",Swimming,M,19,"FATAL, right thigh bitten, leg severed at knee",Y,afternoon,"D. Davies; M. Levine, GSAF  "
1950.12.31,31-Dec-1950,1950,Unprovoked,AUSTRALIA,Queensland,Kirra,Paddling a surfboat,M,19,"No injury, shark bit oar",N,,"Examiner, 1/1/1951"
1950.12.19.R,Reported 19-Dec-1950,1950,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay,Swimming,,,Legs nipped,N,,"Canberra Times, 12/19/1950"
1950.12.16,16-Dec-1950,1950,Unprovoked,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,M,20,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,afternoon,"R. A Smith; G.P. Whitley (1951), p.194, cites Sunday Herald (Sydney), 12/17/1950; V.M. Coppleson (1958), pp.94 & 239]"
1950.11.29,29-Nov-1950,1950,Provoked,AUSTRALIA,Northern Territory,Goulburn Island,Diving ,M,17,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",N,,"Northern Standard, 12/1/1950"
1950.11.25,25-Nov-1950,1950,Unprovoked,AUSTRALIA,Queensland,"Burleigh Heads, Brisbane",Body surfing,M,21,Part of buttocks & fingers severed,N,afternoon,"G.P.Whitley (1951), p. 194, cites Sunday Herald (Sydney), 11/26/1950; V.M. Coppleson (1958), pp. 93-94 & 239"
1950.11.12,12-Nov-1950,1950,Boating,AUSTRALIA,Queensland,Yeppoon,Paddling a canoe,M,18,"No injury to occupants, shark holed canoet",N,,"Sydney Morning Herald, 11/13/1950"
1950.10.08,28-Oct-1950,1950,Unprovoked,USA,California,"Imperial Beach, San Diego County",Body surfing / treading water,M,31,Right leg lacerated,N,morning,"R. Collier, p 6-8, R. B. Campbell;  New York Times, 10/10/1960; Coppleson (1958), p.254; D. Miller & R. Collier"
1950.10.04,04-Oct-1950,1950,Unprovoked,AUSTRALIA,Queensland,"Peterson's Beach, Sarina",Fishing,M,25,Lacerations to right thumb and knee,N,night,"Courier-Mail, 10/6/1950"
1950.08.06,06-Aug-1950,1950,Provoked,EL SALVADOR, La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,M,27,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,morning,"Evening Sun (Baltimore), 8/11/1950; Long Beach Press-Telegram, 8/17/1950"
1950.08.00,Aug-1950,1950,Unprovoked,SAUDI ARABIA,Eastern Province,East of the Ras Tanura-Jubail area ,Diving,M,,Tissue stripped knee to foot,N,,G.F. Mead
1950.07.27.R,Reported 27-Jul-1950,1950,Boating,AUSTRALIA,South Australia,Streaky Bay,Fishing,,,No injury to occupants,N,,"The Mercury, 7/27/1950"
1950.07.21,21-Jul-1950,1950,Unprovoked,JAPAN,Sago Prefecture,Ariakeno Bay,Swimming,M,19,FATAL,Y,,M. Hosina; K. Nakaya
1950.07.14,15-Jul-1950,1950,Unprovoked,CUBA,Caribbean Sea,,Swept off deck of S.S.Frontenac enroute from West Indies to US,M,30,Found at 21h30 by searchlight. Had been constantly harassed by sharks & had numerous lacerations,N,afternoon,"L.A. Times, 8/20/1950; Evening Star (Washington, DC), 8/24/1950; V.M. Coppleson (1962), p.259"
1950.07.10,10-Jul-1950,1950,Unprovoked,USA,Texas,Near Port Arthur,Swimming,M,11,Laceration to leg,N,,"Amarillo Daily News, 7/12/1950"
1950.07.00,Jul-1950,1950,Unprovoked,USA,Florida,"Rock Harbor, Key Largo, Monroe County","Goggle-diving for seaweeds, but standing in water",M,21,Shallow lacerations on back of right thigh,N,,"C. Phillips & W.H. Brady; R.F. Hutton; V.M. Coppleson (1958), p.252 "
1950.06.25,25-Jun-1950,1950,Unprovoked,USA,New York,"Beach 103rd Street, Rockaway ",Swimming ,M,16,"Gashes & lacerations on legs, foot lacerated.",N,," New York Times, 6/25/1950, p.1. col.2 & p.38"
1950.06.06,06-Jun-1950,1950,Sea Disaster,USA,Florida,275 miles northeast of Miami,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,25,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Y,morning,"NY Times, 7/7/1950; V.M. Coppleson (1962), p.258; T. Helm, p.89; [SAF Case #949 & SAF Case #969]"
1950.05.24,24-May-1950,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Treading water,M,27,Left foot bitten,N,morning,"L.R. Tibbet, M. Levine, GSAF"
1950.05.01,01-May-1950,1950,Boating,ITALY,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Fishing on a boat,M,,No injury,N,,A. De Maddalena; F. Serena (pers. Comm.)
1950.04.09.b,09-Apr-1950,1950,Sea Disaster,AUSTRALIA,Queensland,Cooper's Point,"Sea Disaster, sinking of the fishing  launch Mavis",M,50,FATAL,Y,,"Cairns Post, 7/8/1950"
1950.04.09.a,09-Apr-1950,1950,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Off Port Elizabeth breakwater,"Fishing, sitting in stern of small boat, feet dangling in the water",M,,"Shark bit foot, removing 2 toes",N,,Port Elizabeth Museum Archives
1950.03.26,26-Mar-1950,1950,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",Wading,M,,"Ankle & foot lacerated, defense wounds on hand",N,,"M. Levine, GSAF"
1950.03.08,08-Mar-1950,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Lifesaving drill,M,20,FATAL,Y,afternoon,"N.Cook; M. Levine, GSAF"
1950.03.01,01-Mar-1950,1950,Invalid,AUSTRALIA,Western Australia,"City Beach, Perth",Suicide,M,,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle. His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",,,"G.P. Whitley (1951), p.186, citng the Sydney Morning Herald, 3/11/1950;  D. Baldridge, p.171; SAF Cases #584 &  #615"
1950.02.18.R,Reported 18-Feb-1950,1950,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe, Perth",Spearfishing,M,,Minor injury to leg,N,,"Mirror, 2/18/1950"
1950.02.11,11-Feb-1950,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,M,14,"FATAL, body not recovered ",Y,afternoon,"M. Dumayne, M. Levine, GSAF"
1950.01.16,16-Jan-1950,1950,Invalid,USA,Hawaii,"Kahakuloa, Maui","Fishing, one of three fishermen swept into the sea by a large wave ",M,,"His remains were recovered from a huge shark caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",,night,"J. Borg, p.72; L. Taylor (1993), pp.98-99"
